2025-05-01 00:00:00,-121234.0000,true
2025-05-01 00:59:59,-121244.2499,true
2025-05-01 02:00:00,-121244.5000,true
2025-05-01 02:59:59,-121244.7499,true
2025-05-01 03:59:59,-121244.9999,true
2025-05-01 04:59:59,-121245.2499,true
2025-05-01 05:59:59,-121245.4999,true
2025-05-01 06:59:59,-121245.7499,true
2025-05-01 08:00:00,-121246.0000,true
2025-05-01 08:59:59,-121246.2499,true
2025-05-01 09:59:59,-121246.4999,true
2025-05-01 10:59:59,-121246.7499,true
2025-05-01 12:00:00,-121247.0000,true
2025-05-01 12:59:59,-121247.2499,true
2025-05-01 14:00:00,-121247.5000,true
2025-05-01 15:00:00,-121247.7500,true
2025-05-01 16:00:00,-121248.0000,true
2025-05-01 17:00:00,-121248.2500,true
2025-05-01 17:59:59,-121248.4999,true
2025-05-01 18:59:59,-121248.7499,true
2025-05-01 20:00:00,-121249.0000,true
2025-05-01 20:59:59,-121249.2499,true
2025-05-01 21:59:59,-121249.4999,true
2025-05-01 22:59:59,-121249.7499,true
2025-05-02 00:00:00,-121240.0000,true
2025-05-02 00:59:59,-121250.2499,true
2025-05-02 02:00:00,-121250.5000,true
2025-05-02 03:00:00,-121250.7500,true
2025-05-02 03:59:59,-121250.9999,true
2025-05-02 05:00:00,-121251.2500,true
2025-05-02 06:00:00,-121251.5000,true
2025-05-02 06:59:59,-121251.7499,true
2025-05-02 07:59:59,-121251.9999,true
2025-05-02 08:59:59,-121252.2499,true
2025-05-02 09:59:59,-121252.4999,true
2025-05-02 10:59:59,-121252.7499,true
2025-05-02 11:59:59,-121252.9999,true
2025-05-02 12:59:59,-121253.2499,true
2025-05-02 14:00:00,-121253.5000,true
2025-05-02 15:00:00,-121253.7500,true
2025-05-02 16:00:00,-121254.0000,true
2025-05-02 16:59:59,-121254.2499,true
2025-05-02 17:59:59,-121254.4999,true
2025-05-02 18:59:59,-121254.7499,true
2025-05-02 20:00:00,-121255.0000,false
2025-05-02 20:59:59,-121255.2499,false
2025-05-02 22:00:00,-121255.5000,false
2025-05-02 23:00:00,-121255.7500,false
2025-05-03 00:00:00,-121246.0000,true
2025-05-03 00:59:59,-121256.2499,false
2025-05-03 02:00:00,-121256.5000,false
2025-05-03 02:59:59,-121256.7499,false
2025-05-03 04:00:00,-121257.0000,false
2025-05-03 04:59:59,-121257.2499,false
2025-05-03 05:59:59,-121257.4999,false
2025-05-03 06:59:59,-121257.7499,false
2025-05-03 08:00:00,-121258.0000,false
2025-05-03 09:00:00,-121258.2500,false
2025-05-03 09:59:59,-121258.4999,false
2025-05-03 10:59:59,-121258.7499,false
2025-05-03 12:00:00,-121259.0000,false
2025-05-03 13:00:00,-121259.2500,false
2025-05-03 13:59:59,-121259.4999,false
2025-05-03 15:00:00,-121259.7500,false
2025-05-03 15:59:59,-121259.9999,false
2025-05-03 17:00:00,-121260.2500,false
2025-05-03 17:59:59,-121260.4999,false
2025-05-03 18:59:59,-121260.7499,false
2025-05-03 20:00:00,-121261.0000,false
2025-05-03 21:00:00,-121261.2500,false
2025-05-03 21:59:59,-121261.4999,false
2025-05-03 23:00:00,-121261.7500,false
2025-05-03 23:59:59,-121261.9999,false
2025-05-04 00:59:59,-121262.2499,false
2025-05-04 02:00:00,-121262.5000,false
2025-05-04 03:00:00,-121262.7500,false
2025-05-04 03:59:59,-121262.9999,false
2025-05-04 05:00:00,-121263.2500,false
2025-05-04 05:59:59,-121263.4999,false
2025-05-04 07:00:00,-121263.7500,false
2025-05-04 07:59:59,-121263.9999,false
2025-05-04 08:59:59,-121264.2499,false
2025-05-04 10:00:00,-121264.5000,false
2025-05-04 11:00:00,-121264.7500,false
2025-05-04 12:00:00,-121265.0000,false
2025-05-04 13:00:00,-121265.2500,false
2025-05-04 14:00:00,-121265.5000,false
2025-05-04 15:00:00,-121265.7500,false
2025-05-04 16:00:00,-121266.0000,false
2025-05-04 16:59:59,-121266.2499,false
2025-05-04 18:00:00,-121266.5000,false
2025-05-04 19:00:00,-121266.7500,false
2025-05-04 19:59:59,-121266.9999,false
2025-05-04 20:59:59,-121267.2499,false
2025-05-04 22:00:00,-121267.5000,false
2025-05-04 22:59:59,-121267.7499,false
2025-05-05 00:00:00,-121258.0000,false
2025-05-05 01:00:00,-121268.2500,false
2025-05-05 01:59:59,-121268.4999,false
2025-05-05 03:00:00,-121268.7500,false
2025-05-05 03:59:59,-121268.9999,false
2025-05-05 04:59:59,-121269.2499,false
2025-05-05 06:00:00,-121269.5000,false
2025-05-05 06:59:59,-121269.7499,false
2025-05-05 08:00:00,-121270.0000,false
2025-05-05 09:00:00,-121270.2500,false
2025-05-05 09:59:59,-121270.4999,false
2025-05-05 11:00:00,-121270.7500,false
2025-05-05 12:00:00,-121271.0000,false
2025-05-05 12:59:59,-121271.2499,false
2025-05-05 13:59:59,-121271.4999,false
2025-05-05 15:00:00,-121271.7500,false
2025-05-05 15:59:59,-121271.9999,false
2025-05-05 16:59:59,-121272.2499,false
2025-05-05 17:59:59,-121272.4999,false
2025-05-05 19:00:00,-121272.7500,false
2025-05-05 20:00:00,-121273.0000,false
2025-05-05 20:59:59,-121273.2499,false
2025-05-05 21:59:59,-121273.4999,false
2025-05-05 22:59:59,-121273.7499,false
2025-05-05 23:59:59,-121273.9999,false
2025-05-06 01:00:00,-121274.2500,false
2025-05-06 02:00:00,-121274.5000,false
2025-05-06 03:00:00,-121274.7500,false
2025-05-06 03:59:59,-121274.9999,false
2025-05-06 04:59:59,-121275.2499,false
2025-05-06 05:59:59,-121275.4999,false
2025-05-06 06:59:59,-121275.7499,false
2025-05-06 07:59:59,-121275.9999,false
2025-05-06 08:59:59,-121276.2499,false
2025-05-06 09:59:59,-121276.4999,false
2025-05-06 10:59:59,-121276.7499,false
2025-05-06 12:00:00,-121277.0000,false
2025-05-06 12:59:59,-121277.2499,false
2025-05-06 14:00:00,-121277.5000,false
2025-05-06 14:59:59,-121277.7499,false
2025-05-06 15:59:59,-121277.9999,false
2025-05-06 16:59:59,-121278.2499,false
2025-05-06 17:59:59,-121278.4999,false
2025-05-06 18:59:59,-121278.7499,false
2025-05-06 20:00:00,-121279.0000,false
2025-05-06 21:00:00,-121279.2500,false
2025-05-06 21:59:59,-121279.4999,false
2025-05-06 22:59:59,-121279.7499,false
2025-05-07 00:00:00,-121270.0000,false
2025-05-07 00:59:59,-121280.2499,false
2025-05-07 02:00:00,-121280.5000,false
2025-05-07 02:59:59,-121280.7499,false
2025-05-07 04:00:00,-121281.0000,false
2025-05-07 04:59:59,-121281.2499,false
2025-05-07 06:00:00,-121281.5000,false
2025-05-07 06:59:59,-121281.7499,false
2025-05-07 08:00:00,-121282.0000,false
2025-05-07 09:00:00,-121282.2500,false
2025-05-07 10:00:00,-121282.5000,false
2025-05-07 10:59:59,-121282.7499,false
2025-05-07 12:00:00,-121283.0000,false
2025-05-07 12:59:59,-121283.2499,false
2025-05-07 14:00:00,-121283.5000,false
2025-05-07 14:59:59,-121283.7499,false
2025-05-07 16:00:00,-121284.0000,false
2025-05-07 17:00:00,-121284.2500,false
2025-05-07 17:59:59,-121284.4999,false
2025-05-07 18:59:59,-121284.7499,false
2025-05-07 19:59:59,-121284.9999,false
2025-05-07 20:59:59,-121285.2499,false
2025-05-07 22:00:00,-121285.5000,false
2025-05-07 22:59:59,-121285.7499,false
